Concentration,Concentration [ug/mL],Time_min,RFU_Interpolated
0.625 ug/mL,0.625,3.96,11015.275386672887
0.625 ug/mL,0.625,3.9899999999999998,11015.275386672887
0.625 ug/mL,0.625,4.02,11015.275386672889
0.625 ug/mL,0.625,4.05,11015.27538667289
0.625 ug/mL,0.625,4.08,11015.27538667289
0.625 ug/mL,0.625,4.109999999999999,11015.27538667289
0.625 ug/mL,0.625,4.14,11015.27538667289
0.625 ug/mL,0.625,4.17,11015.27538667289
0.625 ug/mL,0.625,4.2,11015.27538667289
0.625 ug/mL,0.625,4.2299999999999995,11015.275386672893
0.625 ug/mL,0.625,4.26,11015.275386672893
0.625 ug/mL,0.625,4.29,11015.275386672893
0.625 ug/mL,0.625,4.32,11015.275386672893
0.625 ug/mL,0.625,4.35,11015.275386672893
0.625 ug/mL,0.625,4.38,11015.275386672893
0.625 ug/mL,0.625,4.41,11015.275386672893
0.625 ug/mL,0.625,4.4399999999999995,11015.275386672893
0.625 ug/mL,0.625,4.47,11015.275386672893
0.625 ug/mL,0.625,4.5,11015.275386672893
0.625 ug/mL,0.625,4.53,11015.275386672893
0.625 ug/mL,0.625,4.56,11015.275386672893
0.625 ug/mL,0.625,4.59,11015.275386672893
0.625 ug/mL,0.625,4.62,11015.275386672893
0.625 ug/mL,0.625,4.6499999999999995,11015.275386672893
0.625 ug/mL,0.625,4.68,11015.275386672893
0.625 ug/mL,0.625,4.71,11015.275386672893
0.625 ug/mL,0.625,4.74,11015.275386672893
0.625 ug/mL,0.625,4.77,11015.275386672893
0.625 ug/mL,0.625,4.8,11015.275386672893
0.625 ug/mL,0.625,4.83,11015.275386672893
0.625 ug/mL,0.625,4.859999999999999,11015.275386672893
0.625 ug/mL,0.625,4.89,11015.275386672893
0.625 ug/mL,0.625,4.92,11015.275386672893
0.625 ug/mL,0.625,4.95,11015.275386672893
0.625 ug/mL,0.625,4.9799999999999995,11015.275386672893
0.625 ug/mL,0.625,5.01,11015.275386672893
0.625 ug/mL,0.625,5.04,11015.275386672893
0.625 ug/mL,0.625,5.069999999999999,11015.275386672893
0.625 ug/mL,0.625,5.1,11015.275386672893
0.625 ug/mL,0.625,5.13,11015.275386672893
0.625 ug/mL,0.625,5.16,11015.275386672893
0.625 ug/mL,0.625,5.1899999999999995,11015.275386672893
0.625 ug/mL,0.625,5.22,11015.275386672893
0.625 ug/mL,0.625,5.25,11015.275386672893
0.625 ug/mL,0.625,5.279999999999999,11015.275386672893
0.625 ug/mL,0.625,5.31,11015.275386672893
0.625 ug/mL,0.625,5.34,11015.275386672893
0.625 ug/mL,0.625,5.37,11015.275386672893
0.625 ug/mL,0.625,5.3999999999999995,11015.275386672893
0.625 ug/mL,0.625,5.43,11015.275386672893
0.625 ug/mL,0.625,5.46,11015.275386672893
0.625 ug/mL,0.625,5.49,11015.275386672893
0.625 ug/mL,0.625,5.52,11015.275386672893
0.625 ug/mL,0.625,5.55,11015.275386672893
0.625 ug/mL,0.625,5.58,11015.275386672893
0.625 ug/mL,0.625,5.609999999999999,11015.275386672893
0.625 ug/mL,0.625,5.64,11015.275386672893
0.625 ug/mL,0.625,5.67,11015.275386672893
0.625 ug/mL,0.625,5.7,11015.275386672893
0.625 ug/mL,0.625,5.7299999999999995,11015.275386672893
0.625 ug/mL,0.625,5.76,11015.275386672893
0.625 ug/mL,0.625,5.79,11015.275386672893
0.625 ug/mL,0.625,5.819999999999999,11015.275386672893
0.625 ug/mL,0.625,5.85,11015.275386672893
0.625 ug/mL,0.625,5.88,11015.275386672893
0.625 ug/mL,0.625,5.91,11015.275386672893
0.625 ug/mL,0.625,5.9399999999999995,11015.275386672893
0.625 ug/mL,0.625,5.97,11015.275386672893
0.625 ug/mL,0.625,6.0,11015.275386672893
0.625 ug/mL,0.625,6.029999999999999,11015.275386672893
0.625 ug/mL,0.625,6.06,11015.275386672893
0.625 ug/mL,0.625,6.09,11015.275386672893
0.625 ug/mL,0.625,6.12,11015.275386672893
0.625 ug/mL,0.625,6.1499999999999995,11015.275386672893
0.625 ug/mL,0.625,6.18,11015.275386672893
0.625 ug/mL,0.625,6.21,11015.275386672893
0.625 ug/mL,0.625,6.24,11015.275386672893
0.625 ug/mL,0.625,6.27,11015.275386672893
0.625 ug/mL,0.625,6.3,11015.275386672893
0.625 ug/mL,0.625,6.33,11015.275386672893
0.625 ug/mL,0.625,6.359999999999999,11015.275386672893
0.625 ug/mL,0.625,6.39,11015.275386672893
0.625 ug/mL,0.625,6.42,11015.275386672893
0.625 ug/mL,0.625,6.45,11015.275386672893
0.625 ug/mL,0.625,6.4799999999999995,11015.275386672893
0.625 ug/mL,0.625,6.51,11015.275386672893
0.625 ug/mL,0.625,6.54,11015.275386672893
0.625 ug/mL,0.625,6.569999999999999,11015.275386672893
0.625 ug/mL,0.625,6.6,11015.275386672893
0.625 ug/mL,0.625,6.63,11015.275386672893
0.625 ug/mL,0.625,6.66,11015.275386672893
0.625 ug/mL,0.625,6.6899999999999995,11015.275386672893
0.625 ug/mL,0.625,6.72,11015.275386672893
0.625 ug/mL,0.625,6.75,11015.275386672893
0.625 ug/mL,0.625,6.779999999999999,11015.275386672893
0.625 ug/mL,0.625,6.81,11015.275386672893
0.625 ug/mL,0.625,6.84,11015.275386672893
0.625 ug/mL,0.625,6.87,11015.275386672893
0.625 ug/mL,0.625,6.8999999999999995,11015.275386672893
0.625 ug/mL,0.625,6.93,11015.275386672893
0.625 ug/mL,0.625,6.96,11015.275386672893
0.625 ug/mL,0.625,6.989999999999999,11015.275386672893
0.625 ug/mL,0.625,7.02,11015.275386672893
0.625 ug/mL,0.625,7.05,11015.275386672893
0.625 ug/mL,0.625,7.08,11015.275386672893
0.625 ug/mL,0.625,7.109999999999999,11015.275386672893
0.625 ug/mL,0.625,7.14,11015.275386672893
0.625 ug/mL,0.625,7.17,11015.275386672893
0.625 ug/mL,0.625,7.199999999999999,11015.275386672893
0.625 ug/mL,0.625,7.2299999999999995,11015.275386672893
0.625 ug/mL,0.625,7.26,11015.275386672893
0.625 ug/mL,0.625,7.29,11015.275386672893
0.625 ug/mL,0.625,7.319999999999999,11015.275386672893
0.625 ug/mL,0.625,7.35,11015.275386672893
0.625 ug/mL,0.625,7.38,11015.275386672893
0.625 ug/mL,0.625,7.41,11015.275386672893
0.625 ug/mL,0.625,7.4399999999999995,11015.275386672893
0.625 ug/mL,0.625,7.47,11015.275386672893
0.625 ug/mL,0.625,7.5,11015.275386672893
0.625 ug/mL,0.625,7.529999999999999,11015.275386672893
0.625 ug/mL,0.625,7.56,11015.275386672893
0.625 ug/mL,0.625,7.59,11015.275386672893
0.625 ug/mL,0.625,7.62,11015.275386672893
0.625 ug/mL,0.625,7.6499999999999995,11015.275386672893
0.625 ug/mL,0.625,7.68,11015.275386672893
0.625 ug/mL,0.625,7.71,11015.275386672893
0.625 ug/mL,0.625,7.739999999999999,11015.275386672893
0.625 ug/mL,0.625,7.77,11015.275386672893
0.625 ug/mL,0.625,7.8,11015.275386672893
0.625 ug/mL,0.625,7.83,11015.275386672893
0.625 ug/mL,0.625,7.859999999999999,11015.275386672893
0.625 ug/mL,0.625,7.89,11015.275386672893
0.625 ug/mL,0.625,7.92,11015.275386672893
0.625 ug/mL,0.625,7.949999999999999,11015.275386672893
0.625 ug/mL,0.625,7.9799999999999995,11015.275386672893
0.625 ug/mL,0.625,8.01,11015.275386672893
0.625 ug/mL,0.625,8.04,11015.275386672893
0.625 ug/mL,0.625,8.07,11015.275386672893
0.625 ug/mL,0.625,8.1,11015.275386672893
0.625 ug/mL,0.625,8.129999999999999,11015.275386672893
0.625 ug/mL,0.625,8.16,11015.275386672893
0.625 ug/mL,0.625,8.19,11015.275386672893
0.625 ug/mL,0.625,8.219999999999999,11015.275386672893
0.625 ug/mL,0.625,8.25,11015.275386672893
0.625 ug/mL,0.625,8.28,11015.275386672893
0.625 ug/mL,0.625,8.31,11015.275386672893
0.625 ug/mL,0.625,8.34,11015.275386672893
0.625 ug/mL,0.625,8.37,11015.275386672893
0.625 ug/mL,0.625,8.4,11015.275386672893
0.625 ug/mL,0.625,8.43,11015.275386672893
0.625 ug/mL,0.625,8.459999999999999,11015.275386672893
0.625 ug/mL,0.625,8.49,11015.275386672893
0.625 ug/mL,0.625,8.52,11015.275386672893
0.625 ug/mL,0.625,8.549999999999999,11015.275386672893
0.625 ug/mL,0.625,8.58,11015.275386672893
0.625 ug/mL,0.625,8.61,11015.275386672893
0.625 ug/mL,0.625,8.64,11015.275386672893
0.625 ug/mL,0.625,8.67,11015.275386672893
0.625 ug/mL,0.625,8.7,11015.275386672893
0.625 ug/mL,0.625,8.73,11015.275386672893
0.625 ug/mL,0.625,8.76,11015.275386672893
0.625 ug/mL,0.625,8.79,11015.275386672893
0.625 ug/mL,0.625,8.82,11015.275386672893
0.625 ug/mL,0.625,8.85,11015.275386672893
0.625 ug/mL,0.625,8.879999999999999,11015.275386672893
0.625 ug/mL,0.625,8.91,11015.275386672893
0.625 ug/mL,0.625,8.94,11015.275386672893
0.625 ug/mL,0.625,8.969999999999999,11015.275386672893
0.625 ug/mL,0.625,9.0,11015.275386672893
0.625 ug/mL,0.625,9.03,11015.275386672893
0.625 ug/mL,0.625,9.06,11015.275386672893
0.625 ug/mL,0.625,9.09,11015.275386672893
0.625 ug/mL,0.625,9.12,11015.275386672893
0.625 ug/mL,0.625,9.15,11015.275386672893
0.625 ug/mL,0.625,9.18,11015.275386672893
0.625 ug/mL,0.625,9.209999999999999,11015.275386672893
0.625 ug/mL,0.625,9.24,11015.275386672893
0.625 ug/mL,0.625,9.27,11015.275386672893
0.625 ug/mL,0.625,9.299999999999999,11015.275386672893
0.625 ug/mL,0.625,9.33,11015.275386672893
0.625 ug/mL,0.625,9.36,11015.275386672893
0.625 ug/mL,0.625,9.389999999999999,11015.275386672893
0.625 ug/mL,0.625,9.42,11015.275386672893
0.625 ug/mL,0.625,9.45,11015.275386672893
0.625 ug/mL,0.625,9.48,11015.275386672893
0.625 ug/mL,0.625,9.51,11015.275386672893
0.625 ug/mL,0.625,9.54,11015.275386672893
0.625 ug/mL,0.625,9.57,11015.275386672893
0.625 ug/mL,0.625,9.6,11015.275386672893
0.625 ug/mL,0.625,9.629999999999999,11015.275386672893
0.625 ug/mL,0.625,9.66,11015.275386672893
0.625 ug/mL,0.625,9.69,11015.275386672893
0.625 ug/mL,0.625,9.719999999999999,11015.275386672893
0.625 ug/mL,0.625,9.75,11015.275386672893
0.625 ug/mL,0.625,9.78,11015.275386672893
0.625 ug/mL,0.625,9.81,11015.275386672893
0.625 ug/mL,0.625,9.84,11015.275386672893
0.625 ug/mL,0.625,9.87,11015.275386672893
0.625 ug/mL,0.625,9.9,11015.275386672893
0.625 ug/mL,0.625,9.93,11015.275386672893
0.625 ug/mL,0.625,9.959999999999999,11015.275386672893
0.625 ug/mL,0.625,9.99,11015.275386672893
0.625 ug/mL,0.625,10.02,11015.275386672893
0.625 ug/mL,0.625,10.049999999999999,11015.275386672893
0.625 ug/mL,0.625,10.08,11015.275386672893
0.625 ug/mL,0.625,10.11,11015.275386672893
0.625 ug/mL,0.625,10.139999999999999,11015.275386672893
0.625 ug/mL,0.625,10.17,11015.275386672893
0.625 ug/mL,0.625,10.2,11015.275386672893
0.625 ug/mL,0.625,10.23,11015.275386672893
0.625 ug/mL,0.625,10.26,11015.275386672893
0.625 ug/mL,0.625,10.29,11015.275386672893
0.625 ug/mL,0.625,10.32,11015.275386672893
0.625 ug/mL,0.625,10.35,11015.275386672893
0.625 ug/mL,0.625,10.379999999999999,11015.275386672893
0.625 ug/mL,0.625,10.41,11015.275386672893
0.625 ug/mL,0.625,10.44,11015.275386672893
0.625 ug/mL,0.625,10.469999999999999,11015.275386672893
0.625 ug/mL,0.625,10.5,11015.275386672893
0.625 ug/mL,0.625,10.53,11015.275386672893
0.625 ug/mL,0.625,10.559999999999999,11015.275386672893
0.625 ug/mL,0.625,10.59,11015.275386672893
0.625 ug/mL,0.625,10.62,11015.275386672893
0.625 ug/mL,0.625,10.65,11015.275386672893
0.625 ug/mL,0.625,10.68,11015.275386672893
0.625 ug/mL,0.625,10.709999999999999,11015.275386672893
0.625 ug/mL,0.625,10.74,11015.275386672893
0.625 ug/mL,0.625,10.77,11015.275386672893
0.625 ug/mL,0.625,10.799999999999999,11015.275386672893
0.625 ug/mL,0.625,10.83,11015.275386672893
0.625 ug/mL,0.625,10.86,11015.275386672893
0.625 ug/mL,0.625,10.889999999999999,11015.275386672893
0.625 ug/mL,0.625,10.92,11015.275386672893
0.625 ug/mL,0.625,10.95,11015.275386672893
0.625 ug/mL,0.625,10.98,11015.275386672893
0.625 ug/mL,0.625,11.01,11015.275386672893
0.625 ug/mL,0.625,11.04,11015.275386672893
0.625 ug/mL,0.625,11.07,11015.275386672893
0.625 ug/mL,0.625,11.1,11015.275386672893
0.625 ug/mL,0.625,11.129999999999999,11015.275386672893
0.625 ug/mL,0.625,11.16,11015.275386672893
0.625 ug/mL,0.625,11.19,11015.275386672893
0.625 ug/mL,0.625,11.219999999999999,11015.275386672893
0.625 ug/mL,0.625,11.25,11015.275386672893
0.625 ug/mL,0.625,11.28,11015.275386672893
0.625 ug/mL,0.625,11.309999999999999,11015.275386672893
0.625 ug/mL,0.625,11.34,11015.275386672893
0.625 ug/mL,0.625,11.37,11015.275386672893
0.625 ug/mL,0.625,11.4,11015.275386672893
0.625 ug/mL,0.625,11.43,11015.275386672893
0.625 ug/mL,0.625,11.459999999999999,11015.275386672893
0.625 ug/mL,0.625,11.49,11015.275386672893
0.625 ug/mL,0.625,11.52,11015.275386672893
0.625 ug/mL,0.625,11.549999999999999,11015.275386672893
0.625 ug/mL,0.625,11.58,11015.275386672893
0.625 ug/mL,0.625,11.61,11015.275386672893
0.625 ug/mL,0.625,11.639999999999999,11015.275386672893
0.625 ug/mL,0.625,11.67,11015.275386672893
0.625 ug/mL,0.625,11.7,11015.275386672893
0.625 ug/mL,0.625,11.73,11015.275386672893
0.625 ug/mL,0.625,11.76,11015.275386672893
0.625 ug/mL,0.625,11.79,11015.275386672893
0.625 ug/mL,0.625,11.82,11015.275386672893
0.625 ug/mL,0.625,11.85,11015.275386672893
0.625 ug/mL,0.625,11.879999999999999,11015.275386672893
0.625 ug/mL,0.625,11.91,11015.275386672893
0.625 ug/mL,0.625,11.94,11015.275386672893
0.625 ug/mL,0.625,11.969999999999999,11015.275386672893
0.625 ug/mL,0.625,12.0,11015.275386672893
0.625 ug/mL,0.625,12.03,11015.275386672893
0.625 ug/mL,0.625,12.059999999999999,11015.275386672893
0.625 ug/mL,0.625,12.09,11015.275386672893
0.625 ug/mL,0.625,12.12,11015.275386672893
0.625 ug/mL,0.625,12.15,11015.275386672893
0.625 ug/mL,0.625,12.18,11015.275386672893
0.625 ug/mL,0.625,12.209999999999999,11015.275386672893
0.625 ug/mL,0.625,12.24,11015.275386672893
0.625 ug/mL,0.625,12.27,11015.275386672893
0.625 ug/mL,0.625,12.299999999999999,11015.275386672893
0.625 ug/mL,0.625,12.33,11015.275386672893
0.625 ug/mL,0.625,12.36,11015.275386672893
0.625 ug/mL,0.625,12.389999999999999,11015.275386672893
0.625 ug/mL,0.625,12.42,11015.275386672893
0.625 ug/mL,0.625,12.45,11015.275386672893
0.625 ug/mL,0.625,12.48,11015.275386672893
0.625 ug/mL,0.625,12.51,11015.275386672893
0.625 ug/mL,0.625,12.54,11015.275386672893
0.625 ug/mL,0.625,12.57,11015.275386672893
0.625 ug/mL,0.625,12.6,11015.275386672893
0.625 ug/mL,0.625,12.629999999999999,11015.275386672893
0.625 ug/mL,0.625,12.66,11015.275386672893
0.625 ug/mL,0.625,12.69,11015.275386672893
0.625 ug/mL,0.625,12.719999999999999,11015.275386672893
0.625 ug/mL,0.625,12.75,11015.275386672893
0.625 ug/mL,0.625,12.78,11015.275386672893
0.625 ug/mL,0.625,12.809999999999999,11015.275386672893
0.625 ug/mL,0.625,12.84,11015.275386672893
0.625 ug/mL,0.625,12.87,11015.275386672893
0.625 ug/mL,0.625,12.9,11015.275386672893
0.625 ug/mL,0.625,12.93,11015.275386672893
0.625 ug/mL,0.625,12.959999999999999,11015.275386672893
0.625 ug/mL,0.625,12.99,11015.275386672893
0.625 ug/mL,0.625,13.02,11015.275386672893
0.625 ug/mL,0.625,13.049999999999999,11015.275386672893
0.625 ug/mL,0.625,13.08,11015.275386672893
0.625 ug/mL,0.625,13.11,11015.275386672893
0.625 ug/mL,0.625,13.139999999999999,11015.275386672893
0.625 ug/mL,0.625,13.17,11015.275386672893
0.625 ug/mL,0.625,13.2,11015.275386672893
0.625 ug/mL,0.625,13.229999999999999,11015.275386672893
0.625 ug/mL,0.625,13.26,11015.275386672893
0.625 ug/mL,0.625,13.29,11015.275386672893
0.625 ug/mL,0.625,13.32,11015.275386672893
0.625 ug/mL,0.625,13.35,11015.275386672893
0.625 ug/mL,0.625,13.379999999999999,11015.275386672893
0.625 ug/mL,0.625,13.41,11015.275386672893
0.625 ug/mL,0.625,13.44,11015.275386672893
0.625 ug/mL,0.625,13.469999999999999,11015.275386672893
0.625 ug/mL,0.625,13.5,11015.275386672893
0.625 ug/mL,0.625,13.53,11015.275386672893
0.625 ug/mL,0.625,13.559999999999999,11015.275386672893
0.625 ug/mL,0.625,13.59,11015.275386672893
0.625 ug/mL,0.625,13.62,11015.275386672893
0.625 ug/mL,0.625,13.65,11015.275386672893
0.625 ug/mL,0.625,13.68,11015.275386672893
0.625 ug/mL,0.625,13.709999999999999,11015.275386672893
0.625 ug/mL,0.625,13.74,11015.275386672893
0.625 ug/mL,0.625,13.77,11015.275386672893
0.625 ug/mL,0.625,13.799999999999999,11015.275386672893
0.625 ug/mL,0.625,13.83,11015.275386672893
0.625 ug/mL,0.625,13.86,11015.275386672893
0.625 ug/mL,0.625,13.889999999999999,11015.275386672893
0.625 ug/mL,0.625,13.92,11015.275386672893
0.625 ug/mL,0.625,13.95,11015.275386672893
0.625 ug/mL,0.625,13.979999999999999,11015.275386672893
0.625 ug/mL,0.625,14.01,11015.275386672893
0.625 ug/mL,0.625,14.04,11015.275386672893
0.625 ug/mL,0.625,14.07,11015.275386672893
0.625 ug/mL,0.625,14.1,11015.275386672893
0.625 ug/mL,0.625,14.129999999999999,11015.275386672893
0.625 ug/mL,0.625,14.16,11015.275386672893
0.625 ug/mL,0.625,14.19,11015.275386672893
0.625 ug/mL,0.625,14.219999999999999,11015.275386672893
0.625 ug/mL,0.625,14.25,11015.275386672893
0.625 ug/mL,0.625,14.28,11015.275386672893
0.625 ug/mL,0.625,14.309999999999999,11015.275386672893
0.625 ug/mL,0.625,14.34,11015.275386672893
0.625 ug/mL,0.625,14.37,11015.275386672893
0.625 ug/mL,0.625,14.399999999999999,11015.275386672893
0.625 ug/mL,0.625,14.43,11015.275386672893
0.625 ug/mL,0.625,14.459999999999999,11015.275386672893
0.625 ug/mL,0.625,14.49,11015.275386672893
0.625 ug/mL,0.625,14.52,11015.275386672893
0.625 ug/mL,0.625,14.549999999999999,11015.275386672893
0.625 ug/mL,0.625,14.58,11015.275386672893
0.625 ug/mL,0.625,14.61,11015.275386672893
0.625 ug/mL,0.625,14.639999999999999,11015.275386672893
0.625 ug/mL,0.625,14.67,11015.275386672893
0.625 ug/mL,0.625,14.7,11015.275386672893
0.625 ug/mL,0.625,14.729999999999999,11015.275386672893
0.625 ug/mL,0.625,14.76,11015.275386672893
0.625 ug/mL,0.625,14.79,11015.275386672893
0.625 ug/mL,0.625,14.82,11015.275386672893
0.625 ug/mL,0.625,14.85,11015.275386672893
0.625 ug/mL,0.625,14.879999999999999,11015.275386672893
0.625 ug/mL,0.625,14.91,11015.275386672893
0.625 ug/mL,0.625,14.94,11015.275386672893
0.625 ug/mL,0.625,14.969999999999999,11015.275386672893
0.625 ug/mL,0.625,15.0,11015.275386672893
0.625 ug/mL,0.625,15.03,11015.275386672893
0.625 ug/mL,0.625,15.059999999999999,11015.275386672893
0.625 ug/mL,0.625,15.09,11015.275386672893
0.625 ug/mL,0.625,15.12,11015.275386672893
0.625 ug/mL,0.625,15.149999999999999,11015.275386672893
0.625 ug/mL,0.625,15.18,11015.275386672893
0.625 ug/mL,0.625,15.209999999999999,11015.275386672893
0.625 ug/mL,0.625,15.24,11015.275386672893
0.625 ug/mL,0.625,15.27,11015.275386672893
0.625 ug/mL,0.625,15.299999999999999,11015.275386672893
0.625 ug/mL,0.625,15.33,11015.275386672893
0.625 ug/mL,0.625,15.36,11015.275386672893
0.625 ug/mL,0.625,15.389999999999999,11015.275386672893
0.625 ug/mL,0.625,15.42,11015.275386672893
0.625 ug/mL,0.625,15.45,11015.275386672893
0.625 ug/mL,0.625,15.479999999999999,11015.275386672893
0.625 ug/mL,0.625,15.51,11015.275386672893
0.625 ug/mL,0.625,15.54,11015.275386672893
0.625 ug/mL,0.625,15.57,11015.275386672893
0.625 ug/mL,0.625,15.6,11015.275386672893
0.625 ug/mL,0.625,15.629999999999999,11015.275386672893
0.625 ug/mL,0.625,15.66,11015.275386672893
0.625 ug/mL,0.625,15.69,11015.275386672893
0.625 ug/mL,0.625,15.719999999999999,11015.275386672893
0.625 ug/mL,0.625,15.75,11015.275386672893
0.625 ug/mL,0.625,15.78,11015.275386672893
0.625 ug/mL,0.625,15.809999999999999,11015.275386672893
0.625 ug/mL,0.625,15.84,11015.275386672893
0.625 ug/mL,0.625,15.87,11015.275386672893
0.625 ug/mL,0.625,15.899999999999999,11015.275386672893
0.625 ug/mL,0.625,15.93,11015.275386672893
0.625 ug/mL,0.625,15.959999999999999,11015.275386672893
0.625 ug/mL,0.625,15.99,11015.275386672893
0.625 ug/mL,0.625,16.02,11015.275386672893
0.625 ug/mL,0.625,16.05,11015.275386672893
0.625 ug/mL,0.625,16.08,11015.275386672893
0.625 ug/mL,0.625,16.11,11015.275386672893
0.625 ug/mL,0.625,16.14,11015.275386672893
0.625 ug/mL,0.625,16.169999999999998,11015.275386672893
0.625 ug/mL,0.625,16.2,11015.275386672893
0.625 ug/mL,0.625,16.23,11015.275386672893
0.625 ug/mL,0.625,16.259999999999998,11015.275386672893
0.625 ug/mL,0.625,16.29,11015.275386672893
0.625 ug/mL,0.625,16.32,11015.275386672893
0.625 ug/mL,0.625,16.349999999999998,11015.275386672893
0.625 ug/mL,0.625,16.38,11015.275386672893
0.625 ug/mL,0.625,16.41,11015.275386672893
0.625 ug/mL,0.625,16.439999999999998,11015.275386672893
0.625 ug/mL,0.625,16.47,11015.275386672893
0.625 ug/mL,0.625,16.5,11015.275386672893
0.625 ug/mL,0.625,16.53,11015.275386672893
0.625 ug/mL,0.625,16.56,11015.275386672893
0.625 ug/mL,0.625,16.59,11015.275386672893
0.625 ug/mL,0.625,16.62,11015.275386672893
0.625 ug/mL,0.625,16.65,11015.275386672893
0.625 ug/mL,0.625,16.68,11015.275386672893
0.625 ug/mL,0.625,16.71,11015.275386672893
0.625 ug/mL,0.625,16.74,11015.275386672893
0.625 ug/mL,0.625,16.77,11015.275386672893
0.625 ug/mL,0.625,16.8,11015.275386672893
0.625 ug/mL,0.625,16.83,11015.275386672893
0.625 ug/mL,0.625,16.86,11015.275386672893
0.625 ug/mL,0.625,16.89,11015.275386672893
0.625 ug/mL,0.625,16.919999999999998,11015.275386672893
0.625 ug/mL,0.625,16.95,11015.275386672893
0.625 ug/mL,0.625,16.98,11015.275386672893
0.625 ug/mL,0.625,17.009999999999998,11015.275386672893
0.625 ug/mL,0.625,17.04,11015.275386672893
0.625 ug/mL,0.625,17.07,11015.275386672893
0.625 ug/mL,0.625,17.099999999999998,11015.275386672893
0.625 ug/mL,0.625,17.13,11015.275386672893
0.625 ug/mL,0.625,17.16,11015.275386672893
0.625 ug/mL,0.625,17.189999999999998,11015.275386672893
0.625 ug/mL,0.625,17.22,11015.275386672893
0.625 ug/mL,0.625,17.25,11015.275386672893
0.625 ug/mL,0.625,17.28,11015.275386672893
0.625 ug/mL,0.625,17.31,11015.275386672893
0.625 ug/mL,0.625,17.34,11015.275386672893
0.625 ug/mL,0.625,17.37,11015.275386672893
0.625 ug/mL,0.625,17.4,11015.275386672893
0.625 ug/mL,0.625,17.43,11015.275386672893
0.625 ug/mL,0.625,17.46,11015.275386672893
0.625 ug/mL,0.625,17.49,11015.275386672893
0.625 ug/mL,0.625,17.52,11015.275386672893
0.625 ug/mL,0.625,17.55,11015.275386672893
0.625 ug/mL,0.625,17.58,11015.275386672893
0.625 ug/mL,0.625,17.61,11015.275386672893
0.625 ug/mL,0.625,17.64,11015.275386672893
0.625 ug/mL,0.625,17.669999999999998,11015.275386672893
0.625 ug/mL,0.625,17.7,11015.275386672893
0.625 ug/mL,0.625,17.73,11015.275386672893
0.625 ug/mL,0.625,17.759999999999998,11015.275386672893
0.625 ug/mL,0.625,17.79,11015.275386672893
0.625 ug/mL,0.625,17.82,11015.275386672893
0.625 ug/mL,0.625,17.849999999999998,11015.275386672893
0.625 ug/mL,0.625,17.88,11015.275386672893
0.625 ug/mL,0.625,17.91,11015.275386672893
0.625 ug/mL,0.625,17.939999999999998,11015.275386672893
0.625 ug/mL,0.625,17.97,11015.275386672893
0.625 ug/mL,0.625,18.0,11015.275386672893
0.625 ug/mL,0.625,18.029999999999998,11015.275386672893
0.625 ug/mL,0.625,18.06,11015.275386672893
0.625 ug/mL,0.625,18.09,11015.275386672893
0.625 ug/mL,0.625,18.12,11015.275386672893
0.625 ug/mL,0.625,18.15,11015.275386672893
0.625 ug/mL,0.625,18.18,11015.275386672893
0.625 ug/mL,0.625,18.21,11015.275386672893
0.625 ug/mL,0.625,18.24,11015.275386672893
0.625 ug/mL,0.625,18.27,11015.275386672893
0.625 ug/mL,0.625,18.3,11015.275386672893
0.625 ug/mL,0.625,18.33,11015.275386672893
0.625 ug/mL,0.625,18.36,11015.275386672893
0.625 ug/mL,0.625,18.39,11015.275386672893
0.625 ug/mL,0.625,18.419999999999998,11015.275386672893
0.625 ug/mL,0.625,18.45,11015.275386672893
0.625 ug/mL,0.625,18.48,11015.275386672893
0.625 ug/mL,0.625,18.509999999999998,11015.275386672893
0.625 ug/mL,0.625,18.54,11015.275386672893
0.625 ug/mL,0.625,18.57,11015.275386672893
0.625 ug/mL,0.625,18.599999999999998,11015.275386672893
0.625 ug/mL,0.625,18.63,11015.275386672893
0.625 ug/mL,0.625,18.66,11015.275386672893
0.625 ug/mL,0.625,18.689999999999998,11015.275386672893
0.625 ug/mL,0.625,18.72,11015.275386672893
0.625 ug/mL,0.625,18.75,11015.275386672893
0.625 ug/mL,0.625,18.779999999999998,11015.275386672893
0.625 ug/mL,0.625,18.81,11015.275386672893
0.625 ug/mL,0.625,18.84,11015.275386672893
0.625 ug/mL,0.625,18.87,11015.275386672893
0.625 ug/mL,0.625,18.9,11015.275386672893
0.625 ug/mL,0.625,18.93,11015.275386672893
0.625 ug/mL,0.625,18.96,11015.275386672893
0.625 ug/mL,0.625,18.99,11015.275386672893
0.625 ug/mL,0.625,19.02,11015.275386672893
0.625 ug/mL,0.625,19.05,11015.275386672893
0.625 ug/mL,0.625,19.08,11015.275386672893
0.625 ug/mL,0.625,19.11,11015.275386672893
0.625 ug/mL,0.625,19.14,11015.275386672893
0.625 ug/mL,0.625,19.169999999999998,11015.275386672893
0.625 ug/mL,0.625,19.2,11015.275386672893
0.625 ug/mL,0.625,19.23,11015.275386672893
0.625 ug/mL,0.625,19.259999999999998,11015.275386672893
0.625 ug/mL,0.625,19.29,11015.275386672893
0.625 ug/mL,0.625,19.32,11015.275386672893
0.625 ug/mL,0.625,19.349999999999998,11015.275386672893
0.625 ug/mL,0.625,19.38,11015.275386672893
0.625 ug/mL,0.625,19.41,11015.275386672893
0.625 ug/mL,0.625,19.439999999999998,11015.275386672893
