Concentration,Concentration [ug/mL],Time_min,RFU_Interpolated
1.25 ug/mL,1.25,7.6499999999999995,13719.837682742722
1.25 ug/mL,1.25,7.68,13719.837682742722
1.25 ug/mL,1.25,7.71,13719.837682742722
1.25 ug/mL,1.25,7.739999999999999,13719.837682742722
1.25 ug/mL,1.25,7.77,13719.837682742722
1.25 ug/mL,1.25,7.8,13719.837682742722
1.25 ug/mL,1.25,7.83,13719.837682742722
1.25 ug/mL,1.25,7.859999999999999,13719.837682742722
1.25 ug/mL,1.25,7.89,13719.837682742722
1.25 ug/mL,1.25,7.92,13719.837682742722
1.25 ug/mL,1.25,7.949999999999999,13719.837682742722
1.25 ug/mL,1.25,7.9799999999999995,13719.837682742722
1.25 ug/mL,1.25,8.01,13719.837682742722
1.25 ug/mL,1.25,8.04,13719.837682742722
1.25 ug/mL,1.25,8.07,13719.837682742722
1.25 ug/mL,1.25,8.1,13719.837682742722
1.25 ug/mL,1.25,8.129999999999999,13719.837682742722
1.25 ug/mL,1.25,8.16,13719.837682742722
1.25 ug/mL,1.25,8.19,13719.837682742722
1.25 ug/mL,1.25,8.219999999999999,13719.837682742722
1.25 ug/mL,1.25,8.25,13719.837682742722
1.25 ug/mL,1.25,8.28,13719.837682742722
1.25 ug/mL,1.25,8.31,13719.837682742722
1.25 ug/mL,1.25,8.34,13719.837682742722
1.25 ug/mL,1.25,8.37,13719.837682742722
1.25 ug/mL,1.25,8.4,13719.837682742722
1.25 ug/mL,1.25,8.43,13719.837682742722
1.25 ug/mL,1.25,8.459999999999999,13719.837682742722
1.25 ug/mL,1.25,8.49,13719.837682742722
1.25 ug/mL,1.25,8.52,13719.837682742722
1.25 ug/mL,1.25,8.549999999999999,13719.837682742722
1.25 ug/mL,1.25,8.58,13719.837682742722
1.25 ug/mL,1.25,8.61,13719.837682742722
1.25 ug/mL,1.25,8.64,13719.837682742722
1.25 ug/mL,1.25,8.67,13719.837682742722
1.25 ug/mL,1.25,8.7,13719.837682742722
1.25 ug/mL,1.25,8.73,13719.837682742722
1.25 ug/mL,1.25,8.76,13719.837682742722
1.25 ug/mL,1.25,8.79,13719.837682742722
1.25 ug/mL,1.25,8.82,13719.837682742722
1.25 ug/mL,1.25,8.85,13719.837682742722
1.25 ug/mL,1.25,8.879999999999999,13719.837682742722
1.25 ug/mL,1.25,8.91,13719.837682742722
1.25 ug/mL,1.25,8.94,13719.837682742722
1.25 ug/mL,1.25,8.969999999999999,13719.837682742722
1.25 ug/mL,1.25,9.0,13719.837682742722
1.25 ug/mL,1.25,9.03,13719.837682742722
1.25 ug/mL,1.25,9.06,13719.837682742722
1.25 ug/mL,1.25,9.09,13719.837682742722
1.25 ug/mL,1.25,9.12,13719.837682742722
1.25 ug/mL,1.25,9.15,13719.837682742722
1.25 ug/mL,1.25,9.18,13719.837682742722
1.25 ug/mL,1.25,9.209999999999999,13719.837682742722
1.25 ug/mL,1.25,9.24,13719.837682742722
1.25 ug/mL,1.25,9.27,13719.837682742722
1.25 ug/mL,1.25,9.299999999999999,13719.837682742722
1.25 ug/mL,1.25,9.33,13719.837682742722
1.25 ug/mL,1.25,9.36,13719.837682742722
1.25 ug/mL,1.25,9.389999999999999,13719.837682742722
1.25 ug/mL,1.25,9.42,13719.837682742722
1.25 ug/mL,1.25,9.45,13719.837682742722
1.25 ug/mL,1.25,9.48,13719.837682742722
1.25 ug/mL,1.25,9.51,13719.837682742722
1.25 ug/mL,1.25,9.54,13719.837682742722
1.25 ug/mL,1.25,9.57,13719.837682742722
1.25 ug/mL,1.25,9.6,13719.837682742722
1.25 ug/mL,1.25,9.629999999999999,13719.837682742722
1.25 ug/mL,1.25,9.66,13719.837682742722
1.25 ug/mL,1.25,9.69,13719.837682742722
1.25 ug/mL,1.25,9.719999999999999,13719.837682742722
1.25 ug/mL,1.25,9.75,13719.837682742722
1.25 ug/mL,1.25,9.78,13719.837682742722
1.25 ug/mL,1.25,9.81,13719.837682742722
1.25 ug/mL,1.25,9.84,13719.837682742722
1.25 ug/mL,1.25,9.87,13719.837682742722
1.25 ug/mL,1.25,9.9,13719.837682742722
1.25 ug/mL,1.25,9.93,13719.837682742722
1.25 ug/mL,1.25,9.959999999999999,13719.837682742722
1.25 ug/mL,1.25,9.99,13719.837682742722
1.25 ug/mL,1.25,10.02,13719.837682742722
1.25 ug/mL,1.25,10.049999999999999,13719.837682742722
1.25 ug/mL,1.25,10.08,13719.837682742722
1.25 ug/mL,1.25,10.11,13719.837682742722
1.25 ug/mL,1.25,10.139999999999999,13719.837682742722
1.25 ug/mL,1.25,10.17,13719.837682742722
1.25 ug/mL,1.25,10.2,13719.837682742722
1.25 ug/mL,1.25,10.23,13719.837682742722
1.25 ug/mL,1.25,10.26,13719.837682742722
1.25 ug/mL,1.25,10.29,13719.837682742722
1.25 ug/mL,1.25,10.32,13719.837682742722
1.25 ug/mL,1.25,10.35,13719.837682742722
1.25 ug/mL,1.25,10.379999999999999,13719.837682742722
1.25 ug/mL,1.25,10.41,13719.837682742722
1.25 ug/mL,1.25,10.44,13719.837682742722
1.25 ug/mL,1.25,10.469999999999999,13719.837682742722
1.25 ug/mL,1.25,10.5,13719.837682742722
1.25 ug/mL,1.25,10.53,13719.837682742722
1.25 ug/mL,1.25,10.559999999999999,13719.837682742722
1.25 ug/mL,1.25,10.59,13719.837682742722
1.25 ug/mL,1.25,10.62,13719.837682742722
1.25 ug/mL,1.25,10.65,13719.837682742722
1.25 ug/mL,1.25,10.68,13719.837682742722
1.25 ug/mL,1.25,10.709999999999999,13719.837682742722
1.25 ug/mL,1.25,10.74,13719.837682742722
1.25 ug/mL,1.25,10.77,13719.837682742722
1.25 ug/mL,1.25,10.799999999999999,13719.837682742722
1.25 ug/mL,1.25,10.83,13719.837682742722
1.25 ug/mL,1.25,10.86,13719.837682742722
1.25 ug/mL,1.25,10.889999999999999,13719.837682742722
1.25 ug/mL,1.25,10.92,13719.837682742722
1.25 ug/mL,1.25,10.95,13719.837682742722
1.25 ug/mL,1.25,10.98,13719.837682742722
1.25 ug/mL,1.25,11.01,13719.837682742722
1.25 ug/mL,1.25,11.04,13719.837682742722
1.25 ug/mL,1.25,11.07,13719.837682742722
1.25 ug/mL,1.25,11.1,13719.837682742722
1.25 ug/mL,1.25,11.129999999999999,13719.837682742722
1.25 ug/mL,1.25,11.16,13719.837682742722
1.25 ug/mL,1.25,11.19,13719.837682742722
1.25 ug/mL,1.25,11.219999999999999,13719.837682742722
1.25 ug/mL,1.25,11.25,13719.837682742722
1.25 ug/mL,1.25,11.28,13719.837682742722
1.25 ug/mL,1.25,11.309999999999999,13719.837682742722
1.25 ug/mL,1.25,11.34,13719.837682742722
1.25 ug/mL,1.25,11.37,13719.837682742722
1.25 ug/mL,1.25,11.4,13719.837682742722
1.25 ug/mL,1.25,11.43,13719.837682742722
1.25 ug/mL,1.25,11.459999999999999,13719.837682742722
1.25 ug/mL,1.25,11.49,13719.837682742722
1.25 ug/mL,1.25,11.52,13719.837682742722
1.25 ug/mL,1.25,11.549999999999999,13719.837682742722
1.25 ug/mL,1.25,11.58,13719.837682742722
1.25 ug/mL,1.25,11.61,13719.837682742722
1.25 ug/mL,1.25,11.639999999999999,13719.837682742722
1.25 ug/mL,1.25,11.67,13719.837682742722
1.25 ug/mL,1.25,11.7,13719.837682742722
1.25 ug/mL,1.25,11.73,13719.837682742722
1.25 ug/mL,1.25,11.76,13719.837682742722
1.25 ug/mL,1.25,11.79,13719.837682742722
1.25 ug/mL,1.25,11.82,13719.837682742722
1.25 ug/mL,1.25,11.85,13719.837682742722
1.25 ug/mL,1.25,11.879999999999999,13719.837682742722
1.25 ug/mL,1.25,11.91,13719.837682742722
1.25 ug/mL,1.25,11.94,13719.837682742722
1.25 ug/mL,1.25,11.969999999999999,13719.837682742722
1.25 ug/mL,1.25,12.0,13719.837682742722
1.25 ug/mL,1.25,12.03,13719.837682742722
1.25 ug/mL,1.25,12.059999999999999,13719.837682742722
1.25 ug/mL,1.25,12.09,13719.837682742722
1.25 ug/mL,1.25,12.12,13719.837682742722
1.25 ug/mL,1.25,12.15,13719.837682742722
1.25 ug/mL,1.25,12.18,13719.837682742722
1.25 ug/mL,1.25,12.209999999999999,13719.837682742722
1.25 ug/mL,1.25,12.24,13719.837682742722
1.25 ug/mL,1.25,12.27,13719.837682742722
1.25 ug/mL,1.25,12.299999999999999,13719.837682742722
1.25 ug/mL,1.25,12.33,13719.837682742722
1.25 ug/mL,1.25,12.36,13719.837682742722
1.25 ug/mL,1.25,12.389999999999999,13719.837682742722
1.25 ug/mL,1.25,12.42,13719.837682742722
1.25 ug/mL,1.25,12.45,13719.837682742722
1.25 ug/mL,1.25,12.48,13719.837682742722
1.25 ug/mL,1.25,12.51,13719.837682742722
1.25 ug/mL,1.25,12.54,13719.837682742722
1.25 ug/mL,1.25,12.57,13719.837682742722
1.25 ug/mL,1.25,12.6,13719.837682742722
1.25 ug/mL,1.25,12.629999999999999,13719.837682742722
1.25 ug/mL,1.25,12.66,13719.837682742722
1.25 ug/mL,1.25,12.69,13719.837682742722
1.25 ug/mL,1.25,12.719999999999999,13719.837682742722
1.25 ug/mL,1.25,12.75,13719.837682742722
1.25 ug/mL,1.25,12.78,13719.837682742722
1.25 ug/mL,1.25,12.809999999999999,13719.837682742722
1.25 ug/mL,1.25,12.84,13719.837682742722
1.25 ug/mL,1.25,12.87,13719.837682742722
1.25 ug/mL,1.25,12.9,13719.837682742722
1.25 ug/mL,1.25,12.93,13719.837682742722
1.25 ug/mL,1.25,12.959999999999999,13719.837682742722
1.25 ug/mL,1.25,12.99,13719.837682742722
1.25 ug/mL,1.25,13.02,13719.837682742722
1.25 ug/mL,1.25,13.049999999999999,13719.837682742722
1.25 ug/mL,1.25,13.08,13719.837682742722
1.25 ug/mL,1.25,13.11,13719.837682742722
1.25 ug/mL,1.25,13.139999999999999,13719.837682742722
1.25 ug/mL,1.25,13.17,13719.837682742722
1.25 ug/mL,1.25,13.2,13719.837682742722
1.25 ug/mL,1.25,13.229999999999999,13719.837682742722
1.25 ug/mL,1.25,13.26,13719.837682742722
1.25 ug/mL,1.25,13.29,13719.837682742722
1.25 ug/mL,1.25,13.32,13719.837682742722
1.25 ug/mL,1.25,13.35,13719.837682742722
1.25 ug/mL,1.25,13.379999999999999,13719.837682742722
1.25 ug/mL,1.25,13.41,13719.837682742722
1.25 ug/mL,1.25,13.44,13719.837682742722
1.25 ug/mL,1.25,13.469999999999999,13719.837682742722
1.25 ug/mL,1.25,13.5,13719.837682742722
1.25 ug/mL,1.25,13.53,13719.837682742722
1.25 ug/mL,1.25,13.559999999999999,13719.837682742722
1.25 ug/mL,1.25,13.59,13719.837682742722
1.25 ug/mL,1.25,13.62,13719.837682742722
1.25 ug/mL,1.25,13.65,13719.837682742722
1.25 ug/mL,1.25,13.68,13719.837682742722
1.25 ug/mL,1.25,13.709999999999999,13719.837682742722
1.25 ug/mL,1.25,13.74,13719.837682742722
1.25 ug/mL,1.25,13.77,13719.837682742722
1.25 ug/mL,1.25,13.799999999999999,13719.837682742722
1.25 ug/mL,1.25,13.83,13719.837682742722
1.25 ug/mL,1.25,13.86,13719.837682742722
1.25 ug/mL,1.25,13.889999999999999,13719.837682742722
1.25 ug/mL,1.25,13.92,13719.837682742722
1.25 ug/mL,1.25,13.95,13719.837682742722
1.25 ug/mL,1.25,13.979999999999999,13719.837682742722
1.25 ug/mL,1.25,14.01,13719.837682742722
1.25 ug/mL,1.25,14.04,13719.837682742722
1.25 ug/mL,1.25,14.07,13719.837682742722
1.25 ug/mL,1.25,14.1,13719.837682742722
1.25 ug/mL,1.25,14.129999999999999,13719.837682742722
1.25 ug/mL,1.25,14.16,13719.837682742722
1.25 ug/mL,1.25,14.19,13719.837682742722
1.25 ug/mL,1.25,14.219999999999999,13719.837682742722
1.25 ug/mL,1.25,14.25,13719.837682742722
1.25 ug/mL,1.25,14.28,13719.837682742722
1.25 ug/mL,1.25,14.309999999999999,13719.837682742722
1.25 ug/mL,1.25,14.34,13719.837682742722
1.25 ug/mL,1.25,14.37,13719.837682742722
1.25 ug/mL,1.25,14.399999999999999,13719.837682742722
1.25 ug/mL,1.25,14.43,13719.837682742722
1.25 ug/mL,1.25,14.459999999999999,13719.837682742722
1.25 ug/mL,1.25,14.49,13719.837682742722
1.25 ug/mL,1.25,14.52,13719.837682742722
1.25 ug/mL,1.25,14.549999999999999,13719.837682742722
1.25 ug/mL,1.25,14.58,13719.837682742722
1.25 ug/mL,1.25,14.61,13719.837682742722
1.25 ug/mL,1.25,14.639999999999999,13719.837682742722
1.25 ug/mL,1.25,14.67,13719.837682742722
1.25 ug/mL,1.25,14.7,13719.837682742722
1.25 ug/mL,1.25,14.729999999999999,13719.837682742722
1.25 ug/mL,1.25,14.76,13719.837682742722
1.25 ug/mL,1.25,14.79,13719.837682742722
1.25 ug/mL,1.25,14.82,13719.837682742722
1.25 ug/mL,1.25,14.85,13719.837682742722
1.25 ug/mL,1.25,14.879999999999999,13719.837682742722
1.25 ug/mL,1.25,14.91,13719.837682742722
1.25 ug/mL,1.25,14.94,13719.837682742722
1.25 ug/mL,1.25,14.969999999999999,13719.837682742722
1.25 ug/mL,1.25,15.0,13719.837682742722
1.25 ug/mL,1.25,15.03,13719.837682742722
1.25 ug/mL,1.25,15.059999999999999,13719.837682742722
1.25 ug/mL,1.25,15.09,13719.837682742722
1.25 ug/mL,1.25,15.12,13719.837682742722
1.25 ug/mL,1.25,15.149999999999999,13719.837682742722
1.25 ug/mL,1.25,15.18,13719.837682742722
1.25 ug/mL,1.25,15.209999999999999,13719.837682742722
1.25 ug/mL,1.25,15.24,13719.837682742722
1.25 ug/mL,1.25,15.27,13719.837682742722
1.25 ug/mL,1.25,15.299999999999999,13719.837682742722
1.25 ug/mL,1.25,15.33,13719.837682742722
1.25 ug/mL,1.25,15.36,13719.837682742722
1.25 ug/mL,1.25,15.389999999999999,13719.837682742722
1.25 ug/mL,1.25,15.42,13719.837682742722
1.25 ug/mL,1.25,15.45,13719.837682742722
1.25 ug/mL,1.25,15.479999999999999,13719.837682742722
1.25 ug/mL,1.25,15.51,13719.837682742722
1.25 ug/mL,1.25,15.54,13719.837682742722
1.25 ug/mL,1.25,15.57,13719.837682742722
1.25 ug/mL,1.25,15.6,13719.837682742722
1.25 ug/mL,1.25,15.629999999999999,13719.837682742722
1.25 ug/mL,1.25,15.66,13719.837682742722
1.25 ug/mL,1.25,15.69,13719.837682742722
1.25 ug/mL,1.25,15.719999999999999,13719.837682742722
1.25 ug/mL,1.25,15.75,13719.837682742722
1.25 ug/mL,1.25,15.78,13719.837682742722
1.25 ug/mL,1.25,15.809999999999999,13719.837682742722
1.25 ug/mL,1.25,15.84,13719.837682742722
1.25 ug/mL,1.25,15.87,13719.837682742722
1.25 ug/mL,1.25,15.899999999999999,13719.837682742722
1.25 ug/mL,1.25,15.93,13719.837682742722
1.25 ug/mL,1.25,15.959999999999999,13719.837682742722
1.25 ug/mL,1.25,15.99,13719.837682742722
1.25 ug/mL,1.25,16.02,13719.837682742722
1.25 ug/mL,1.25,16.05,13719.837682742722
1.25 ug/mL,1.25,16.08,13719.837682742722
1.25 ug/mL,1.25,16.11,13719.837682742722
1.25 ug/mL,1.25,16.14,13719.837682742722
1.25 ug/mL,1.25,16.169999999999998,13719.837682742722
1.25 ug/mL,1.25,16.2,13719.837682742722
1.25 ug/mL,1.25,16.23,13719.837682742722
1.25 ug/mL,1.25,16.259999999999998,13719.837682742722
1.25 ug/mL,1.25,16.29,13719.837682742722
1.25 ug/mL,1.25,16.32,13719.837682742722
1.25 ug/mL,1.25,16.349999999999998,13719.837682742722
1.25 ug/mL,1.25,16.38,13719.837682742722
1.25 ug/mL,1.25,16.41,13719.837682742722
1.25 ug/mL,1.25,16.439999999999998,13719.837682742722
1.25 ug/mL,1.25,16.47,13719.837682742722
1.25 ug/mL,1.25,16.5,13719.837682742722
1.25 ug/mL,1.25,16.53,13719.837682742722
1.25 ug/mL,1.25,16.56,13719.837682742722
1.25 ug/mL,1.25,16.59,13719.837682742722
1.25 ug/mL,1.25,16.62,13719.837682742722
1.25 ug/mL,1.25,16.65,13719.837682742722
1.25 ug/mL,1.25,16.68,13719.837682742722
1.25 ug/mL,1.25,16.71,13719.837682742722
1.25 ug/mL,1.25,16.74,13719.837682742722
1.25 ug/mL,1.25,16.77,13719.837682742722
1.25 ug/mL,1.25,16.8,13719.837682742722
1.25 ug/mL,1.25,16.83,13719.837682742722
1.25 ug/mL,1.25,16.86,13719.837682742722
1.25 ug/mL,1.25,16.89,13719.837682742722
1.25 ug/mL,1.25,16.919999999999998,13719.837682742722
1.25 ug/mL,1.25,16.95,13719.837682742722
1.25 ug/mL,1.25,16.98,13719.837682742722
1.25 ug/mL,1.25,17.009999999999998,13719.837682742722
1.25 ug/mL,1.25,17.04,13719.837682742722
1.25 ug/mL,1.25,17.07,13719.837682742722
1.25 ug/mL,1.25,17.099999999999998,13719.837682742722
1.25 ug/mL,1.25,17.13,13719.837682742722
1.25 ug/mL,1.25,17.16,13719.837682742722
1.25 ug/mL,1.25,17.189999999999998,13719.837682742722
1.25 ug/mL,1.25,17.22,13719.837682742722
1.25 ug/mL,1.25,17.25,13719.837682742722
1.25 ug/mL,1.25,17.28,13719.837682742722
1.25 ug/mL,1.25,17.31,13719.837682742722
1.25 ug/mL,1.25,17.34,13719.837682742722
1.25 ug/mL,1.25,17.37,13719.837682742722
1.25 ug/mL,1.25,17.4,13719.837682742722
1.25 ug/mL,1.25,17.43,13719.837682742722
1.25 ug/mL,1.25,17.46,13719.837682742722
1.25 ug/mL,1.25,17.49,13719.837682742722
1.25 ug/mL,1.25,17.52,13719.837682742722
1.25 ug/mL,1.25,17.55,13719.837682742722
1.25 ug/mL,1.25,17.58,13719.837682742722
1.25 ug/mL,1.25,17.61,13719.837682742722
1.25 ug/mL,1.25,17.64,13719.837682742722
1.25 ug/mL,1.25,17.669999999999998,13719.837682742722
1.25 ug/mL,1.25,17.7,13719.837682742722
1.25 ug/mL,1.25,17.73,13719.837682742722
1.25 ug/mL,1.25,17.759999999999998,13719.837682742722
1.25 ug/mL,1.25,17.79,13719.837682742722
1.25 ug/mL,1.25,17.82,13719.837682742722
1.25 ug/mL,1.25,17.849999999999998,13719.837682742722
1.25 ug/mL,1.25,17.88,13719.837682742722
1.25 ug/mL,1.25,17.91,13719.837682742722
1.25 ug/mL,1.25,17.939999999999998,13719.837682742722
1.25 ug/mL,1.25,17.97,13719.837682742722
1.25 ug/mL,1.25,18.0,13719.837682742722
1.25 ug/mL,1.25,18.029999999999998,13719.837682742722
1.25 ug/mL,1.25,18.06,13719.837682742722
1.25 ug/mL,1.25,18.09,13719.837682742722
1.25 ug/mL,1.25,18.12,13719.837682742722
1.25 ug/mL,1.25,18.15,13719.837682742722
1.25 ug/mL,1.25,18.18,13719.837682742722
1.25 ug/mL,1.25,18.21,13719.837682742722
1.25 ug/mL,1.25,18.24,13719.837682742722
1.25 ug/mL,1.25,18.27,13719.837682742722
1.25 ug/mL,1.25,18.3,13719.837682742722
1.25 ug/mL,1.25,18.33,13719.837682742722
1.25 ug/mL,1.25,18.36,13719.837682742722
1.25 ug/mL,1.25,18.39,13719.837682742722
1.25 ug/mL,1.25,18.419999999999998,13719.837682742722
1.25 ug/mL,1.25,18.45,13719.837682742722
1.25 ug/mL,1.25,18.48,13719.837682742722
1.25 ug/mL,1.25,18.509999999999998,13719.837682742722
1.25 ug/mL,1.25,18.54,13719.837682742722
1.25 ug/mL,1.25,18.57,13719.837682742722
1.25 ug/mL,1.25,18.599999999999998,13719.837682742722
1.25 ug/mL,1.25,18.63,13719.837682742722
1.25 ug/mL,1.25,18.66,13719.837682742722
1.25 ug/mL,1.25,18.689999999999998,13719.837682742722
1.25 ug/mL,1.25,18.72,13719.837682742722
1.25 ug/mL,1.25,18.75,13719.837682742722
1.25 ug/mL,1.25,18.779999999999998,13719.837682742722
1.25 ug/mL,1.25,18.81,13719.837682742722
1.25 ug/mL,1.25,18.84,13719.837682742722
1.25 ug/mL,1.25,18.87,13719.837682742722
1.25 ug/mL,1.25,18.9,13719.837682742722
1.25 ug/mL,1.25,18.93,13719.837682742722
1.25 ug/mL,1.25,18.96,13719.837682742722
1.25 ug/mL,1.25,18.99,13719.837682742722
1.25 ug/mL,1.25,19.02,13719.837682742722
1.25 ug/mL,1.25,19.05,13719.837682742722
1.25 ug/mL,1.25,19.08,13719.837682742722
1.25 ug/mL,1.25,19.11,13719.837682742722
1.25 ug/mL,1.25,19.14,13719.837682742722
1.25 ug/mL,1.25,19.169999999999998,13719.837682742722
1.25 ug/mL,1.25,19.2,13719.837682742722
1.25 ug/mL,1.25,19.23,13719.837682742722
1.25 ug/mL,1.25,19.259999999999998,13719.837682742722
1.25 ug/mL,1.25,19.29,13719.837682742722
1.25 ug/mL,1.25,19.32,13719.837682742722
1.25 ug/mL,1.25,19.349999999999998,13719.837682742722
1.25 ug/mL,1.25,19.38,13719.837682742722
1.25 ug/mL,1.25,19.41,13719.837682742722
1.25 ug/mL,1.25,19.439999999999998,13719.837682742722
1.25 ug/mL,1.25,19.47,13719.837682742722
1.25 ug/mL,1.25,19.5,13719.837682742722
1.25 ug/mL,1.25,19.529999999999998,13719.837682742722
1.25 ug/mL,1.25,19.56,13719.837682742722
1.25 ug/mL,1.25,19.59,13719.837682742722
1.25 ug/mL,1.25,19.62,13719.837682742722
1.25 ug/mL,1.25,19.65,13719.837682742722
1.25 ug/mL,1.25,19.68,13719.837682742722
1.25 ug/mL,1.25,19.71,13719.837682742722
1.25 ug/mL,1.25,19.74,13719.837682742722
1.25 ug/mL,1.25,19.77,13719.837682742722
1.25 ug/mL,1.25,19.8,13719.837682742722
1.25 ug/mL,1.25,19.83,13719.837682742722
1.25 ug/mL,1.25,19.86,13719.837682742722
1.25 ug/mL,1.25,19.89,13719.837682742722
1.25 ug/mL,1.25,19.919999999999998,13719.837682742722
1.25 ug/mL,1.25,19.95,13719.837682742722
1.25 ug/mL,1.25,19.98,13719.837682742722
1.25 ug/mL,1.25,20.009999999999998,13719.837682742722
1.25 ug/mL,1.25,20.04,13719.837682742722
1.25 ug/mL,1.25,20.07,13719.837682742722
1.25 ug/mL,1.25,20.099999999999998,13719.837682742722
1.25 ug/mL,1.25,20.13,13719.837682742722
1.25 ug/mL,1.25,20.16,13719.837682742722
1.25 ug/mL,1.25,20.189999999999998,13719.837682742722
1.25 ug/mL,1.25,20.22,13719.837682742722
1.25 ug/mL,1.25,20.25,13719.837682742722
1.25 ug/mL,1.25,20.279999999999998,13719.837682742722
1.25 ug/mL,1.25,20.31,13719.837682742722
1.25 ug/mL,1.25,20.34,13719.837682742722
1.25 ug/mL,1.25,20.37,13719.837682742722
1.25 ug/mL,1.25,20.4,13719.837682742722
1.25 ug/mL,1.25,20.43,13719.837682742722
1.25 ug/mL,1.25,20.46,13719.837682742722
1.25 ug/mL,1.25,20.49,13719.837682742722
1.25 ug/mL,1.25,20.52,13719.837682742722
1.25 ug/mL,1.25,20.55,13719.837682742722
1.25 ug/mL,1.25,20.58,13719.837682742722
1.25 ug/mL,1.25,20.61,13719.837682742722
1.25 ug/mL,1.25,20.64,13719.837682742722
1.25 ug/mL,1.25,20.669999999999998,13719.837682742722
1.25 ug/mL,1.25,20.7,13719.837682742722
1.25 ug/mL,1.25,20.73,13719.837682742722
1.25 ug/mL,1.25,20.759999999999998,13719.837682742722
1.25 ug/mL,1.25,20.79,13719.837682742722
1.25 ug/mL,1.25,20.82,13719.837682742722
1.25 ug/mL,1.25,20.849999999999998,13719.837682742722
1.25 ug/mL,1.25,20.88,13719.837682742722
1.25 ug/mL,1.25,20.91,13719.837682742722
1.25 ug/mL,1.25,20.939999999999998,13719.837682742722
1.25 ug/mL,1.25,20.97,13719.837682742722
1.25 ug/mL,1.25,21.0,13719.837682742722
1.25 ug/mL,1.25,21.029999999999998,13719.837682742722
1.25 ug/mL,1.25,21.06,13719.837682742722
1.25 ug/mL,1.25,21.09,13719.837682742722
1.25 ug/mL,1.25,21.119999999999997,13719.837682742722
1.25 ug/mL,1.25,21.15,13719.837682742722
1.25 ug/mL,1.25,21.18,13719.837682742722
1.25 ug/mL,1.25,21.21,13719.837682742722
1.25 ug/mL,1.25,21.24,13719.837682742722
1.25 ug/mL,1.25,21.27,13719.837682742722
1.25 ug/mL,1.25,21.3,13719.837682742722
1.25 ug/mL,1.25,21.33,13719.837682742722
1.25 ug/mL,1.25,21.36,13719.837682742722
1.25 ug/mL,1.25,21.39,13719.837682742722
1.25 ug/mL,1.25,21.419999999999998,13719.837682742722
1.25 ug/mL,1.25,21.45,13719.837682742722
1.25 ug/mL,1.25,21.48,13719.837682742722
1.25 ug/mL,1.25,21.509999999999998,13719.837682742722
1.25 ug/mL,1.25,21.54,13719.837682742722
1.25 ug/mL,1.25,21.57,13719.837682742722
1.25 ug/mL,1.25,21.599999999999998,13719.837682742722
1.25 ug/mL,1.25,21.63,13719.837682742722
1.25 ug/mL,1.25,21.66,13719.837682742722
1.25 ug/mL,1.25,21.689999999999998,13719.837682742722
1.25 ug/mL,1.25,21.72,13719.837682742722
1.25 ug/mL,1.25,21.75,13719.837682742722
1.25 ug/mL,1.25,21.779999999999998,13719.837682742722
1.25 ug/mL,1.25,21.81,13719.837682742722
1.25 ug/mL,1.25,21.84,13719.837682742722
1.25 ug/mL,1.25,21.869999999999997,13719.837682742722
1.25 ug/mL,1.25,21.9,13719.837682742722
1.25 ug/mL,1.25,21.93,13719.837682742722
1.25 ug/mL,1.25,21.96,13719.837682742722
1.25 ug/mL,1.25,21.99,13719.837682742722
1.25 ug/mL,1.25,22.02,13719.837682742722
1.25 ug/mL,1.25,22.05,13719.837682742722
1.25 ug/mL,1.25,22.08,13719.837682742722
1.25 ug/mL,1.25,22.11,13719.837682742722
1.25 ug/mL,1.25,22.14,13719.837682742722
1.25 ug/mL,1.25,22.169999999999998,13719.837682742722
1.25 ug/mL,1.25,22.2,13719.837682742722
1.25 ug/mL,1.25,22.23,13719.837682742722
1.25 ug/mL,1.25,22.259999999999998,13719.837682742722
1.25 ug/mL,1.25,22.29,13719.837682742722
1.25 ug/mL,1.25,22.32,13719.837682742722
1.25 ug/mL,1.25,22.349999999999998,13719.837682742722
1.25 ug/mL,1.25,22.38,13719.837682742722
1.25 ug/mL,1.25,22.41,13719.837682742722
1.25 ug/mL,1.25,22.439999999999998,13719.837682742722
1.25 ug/mL,1.25,22.47,13719.837682742722
1.25 ug/mL,1.25,22.5,13719.837682742722
1.25 ug/mL,1.25,22.529999999999998,13719.837682742722
1.25 ug/mL,1.25,22.56,13719.837682742722
1.25 ug/mL,1.25,22.59,13719.837682742722
1.25 ug/mL,1.25,22.619999999999997,13719.837682742722
1.25 ug/mL,1.25,22.65,13719.837682742722
1.25 ug/mL,1.25,22.68,13719.837682742722
1.25 ug/mL,1.25,22.71,13719.837682742722
1.25 ug/mL,1.25,22.74,13719.837682742722
1.25 ug/mL,1.25,22.77,13719.837682742722
1.25 ug/mL,1.25,22.8,13719.837682742722
1.25 ug/mL,1.25,22.83,13719.837682742722
1.25 ug/mL,1.25,22.86,13719.837682742722
1.25 ug/mL,1.25,22.89,13719.837682742722
1.25 ug/mL,1.25,22.919999999999998,13719.837682742722
1.25 ug/mL,1.25,22.95,13719.837682742722
1.25 ug/mL,1.25,22.98,13719.837682742722
1.25 ug/mL,1.25,23.009999999999998,13719.837682742722
1.25 ug/mL,1.25,23.04,13719.837682742722
1.25 ug/mL,1.25,23.07,13719.837682742722
1.25 ug/mL,1.25,23.099999999999998,13719.837682742722
1.25 ug/mL,1.25,23.13,13719.837682742722
1.25 ug/mL,1.25,23.16,13719.837682742722
